Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Publisher,Date Published,Year Published,Genre,Edition,Editor,Summary,Guided Reading Level,Lexile Measure,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,Word Count,Original Title,Number of Pages,Format,Dimensions,Weight,List Price,Language,DDC,LCC,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Uploaded Image URL,Activities
Polar Opposites,,,,Erik Brooks,"Brooks, Erik",,,,Marshall Cavendish,,2010,Juvenile Fiction,,,"Alex is a BIG polar bear. Zina is a tiny penguin. Alex lives in the Arctic. Zina lives in the Antarctic. Alex and Zina are polar opposites! They live on opposite sides of the world. Their personalities are very different, too. But they find a way to meet in the middle. Erik Brooks's simple text and vibrant watercolor illustrations bring opposites to life in this lively look at two unusual best friends.",,,,,,,,32,,,,,English,,,,9780761456858,0,0,,Unread,,,,,,,0,,,,2018/03/14 07:29:01.66061019,,,,,,tNcuDwu8fTAC,,0,,
If You Give a Cat a Cupcake,,,,Laura Numeroff,"Numeroff, Laura",,,,Harper Collins,2008/09/30,2008,Juvenile Fiction,,,"If you give a cat a cupcake, he'll ask for some sprinkles to go with it. When you give him the sprinkles, he might spill some on the floor. Cleaning up will make him hot, so you'll give him a bathing suit . . . and that's just the beginning! The lovable cat who first appeared in If You Give a Pig a Party now has his very own book! Written in the tradition of the bestselling If You Give a Mouse a Cookie, Laura Numeroff and Felicia Bond's newest story will show everyone that Cat is where it's at!",,,,,,,,32,,,,,English,,,,9780060283247,0,0,,Unread,,,,,,,0,,,,2018/03/14 07:29:01.52775979,,,,,,QDLJOBBczyIC,,0,,
Diego's Wolf Pup Rescue,,,,Christine Ricci,"Ricci, Christine",,,,Simon Spotlight/Nickelodeon,2006/08/29,2006,Juvenile Fiction,,,"Introducing Diego! He loves nature, especially animals! When a wolf pup gets into danger, Diego swings into action! With help from his friends and his cousin Dora, Diego finds the lost pup. But can Diego rescue him? Go, Diego, go! This book contains a page of fascinating facts about maned wolf pups.",,,,,,,,24,,,,,English,,,,9781416915591,0,0,,Unread,,,,,,,0,,,,2018/03/14 07:29:01.41085958,,,,,,8Xmi2UDMdcAC,,0,,
Fancy Nancy: Heart to Heart,,,,Jane O'Connor,"O'Connor, Jane",,,,HarperCollins,2009/11/24,2009,Juvenile Fiction,,,"Almost everything about Valentine's Day is fancy . . . especially with Fancy Nancy! Mystery is in the air when Nancy receives a valentine from a secret someone. Join Nancy as she follows the clues to find out who it is—all in her trademark fabulous style, of course. Gorgeous stickers included!",,,,,,,,24,,,,,English,,,,9780061235962,0,0,,Unread,,,,,,,0,,,,2018/03/14 07:29:01.27019023,,,,,,8s4eMQAACAAJ,,0,,
In New York,,,,Marc Brown,"Brown, Marc",,,,Random House Children's Books,,2014,Juvenile Nonfiction,,,"Marc Brown now calls New York City home, and with In New York, he shares his love for all that the city has to offer and all that it stands for, including the way it's always changing and evolving. From its earliest days as New Amsterdam to the contemporary wonders of Central Park, the Statue of Liberty, and the Empire State Building, to the kid-appealing subway, High Line, and so much more, Marc's rollicking text and gorgeous illustrations showcase what he's come to adore about New York after fulfilling his life-long dream to live in the city he fell in love with during a childhood visit.  This is at once a personal story from the beloved creator of Arthur, a useful primer for first-time travelers on what to see and do with kids in the Big Apple, and a perfect keepsake after a visit. It's also a great gift for anyone who loves New York, the Crossroads of the World. New York! New York! It's a heckuva town!",,,,,,,,48,,,,,English,,,,9780375864544,0,0,,Unread,,,,,,,0,,,,2018/03/14 07:29:00.949630975,,,,,,8m-knQEACAAJ,,0,,
The Easter Egg,,,,Jan Brett,"Brett, Jan",,,,"G.P. Putnam's Sons, Penguin",,2010,Juvenile Fiction,,,"Jan Brett’s lovable bunny hero, Hoppi, and her remarkable Easter Rabbit will enchant readers as they pore over illustrations filled with dazzling eggs made by Flora Bunny, Aunt Sassyfrass and others. If Hoppi can make the best Easter egg, he will get to help the Easter Rabbit deliver the eggs on Easter morning. But it is not so easy. Discouraged, he goes into the woods to think when a blue robin’s egg tumbles out of its nest. Hoppi keeps it safe and warm until the baby bird hatches, and when the Easter Rabbit arrives, he chooses the empty blue eggshell to reward Hoppi for his kindness. Spring is everywhere in gorgeous illustrations framed with pussy willows, flowering vines and flowers. Side borders feature busy rabbits making their unusual eggs and, in a border above, the Robin’s family drama unfolds. A gatefold surprise reveals the Easter Rabbit.  Watch a Video",,,,,,,,32,,,,,English,,,,9780399252389,0,0,,Unread,,,,,,,0,,,,2018/03/01 10:29:02.964650988,,,,,,OSNZPgAACAAJ,,0,,
Over in the ocean,In a coral reef,,,Marianne Collins Berkes,"Berkes, Marianne Collins",,,,,,,,,,,,,,,,,,,,,,,,,,,9781417685448,0,0,,Unread,,,,,,,0,,,,2018/03/01 10:29:02.960229992,,,,,,,,0,http://images.amazon.com/images/P/1417685441.01Z.jpg,
Twelve Days of New York,,,,Tonya Bolden,"Bolden, Tonya",,,,Harry N. Abrams,2013/03/12,2013,Juvenile Fiction,,,"When a group of students wins a trip to New York City, accompanied by their teacher, they aren’t sure where to start. Soon enough, they’re roaming the city, from the Statue of Liberty to Times Square, from Chinatown to Central Park, in order to discover what makes New York one of the greatest cities on Earth. Structured like the popular song “The Twelve Days of Christmas,” Tonya Bolden’s text captures the fun and fast-paced spirit of New York, while Gilbert Ford’s illustrations embody its dynamic beauty and odd quirks. The book includes a map of all five boroughs of the city highlighting kid-friendly places to see when you visit.  Praise for 12 Days of New York ""Ford's illustrations, rendered in a variety of media including India ink, gouache, dyes and Photoshop, depict the city in bright, glowing tones that are cartoonlike but manage to capture the essence of the people and places."" —Kirkus Reviews  ""Ford’s mixed-media art features chunky India ink outlines and a broad palette that portrays afternoon, twilight, indoor, and outdoor scenes with equal skill… While the venues are recognizable, the adventurous perspectives Ford uses gives them a welcome freshness."" —Publishers Weekly  ""Richly colored cartoon illustrations, with a dialogue bubble here and there for added humor, depict the wide-eyed characters and their surroundings with a fair amount of detail without overwhelming… A jolly jaunt introducing a few classic Big Apple landmarks."" —Booklist  ""Vibrant illustration."" —School Library Journal",,,,,,,,32,,,,,English,,,,9781419705427,0,0,,Unread,,,,,,,0,,,,2018/03/01 10:29:02.949552059,,,,,,UIp7MAEACAAJ,,0,,
Hepcat,,,,William Bramhall,"Bramhall, William",,,,Philomel Books,,2004,Juvenile Fiction,,,"A debut to sing about! What's a musical cat to do when he's lost his groove? When his beat has up and beat it-on the eve of his big concert? Slip outside and find some new tunes, that's what! From The Beatles to Elvis to Little Richard (Good Golly, Miss Molly!), some of rock music's greatest legends make cameos in renowned editorial cartoonist William Bramhall's debut picture book. Rock on, Hepcat, you're the coooolest cat in town.",,,,,,,,32,,,,,English,,,,9780399238963,0,0,,Unread,,,,,,,0,,,,2018/03/01 10:29:02.937322020,,,,,,wzhaAAAAYAAJ,,0,,
Big Red Barn,,,,Margaret Wise Brown,"Brown, Margaret Wise",,,,Harper Collins,1989/04/04,1989,Juvenile Fiction,,,"By the big red barn In the great green field, There was a pink pig Who was learning to squeal. There were horses and sheep and goats and geese -- and a jaunty old scarecrow leaning on his hoe. And they all lived together by the big red barn. In joyous and exuberant Pictures, Felicia Bond lovingly evokes Margaret Wise Brown's simple, rhythmic text about the cycle of a day on a farm, where a family of animals peacefully plays and sleeps. There were horses and sheep and goats and geese -- and a jaunty old scarecrow leaning on his hoe. And they all lived together by the big red barn. In joyous and exuberant pictures, Felicia Bond lovingly evokes Margarett Wise Brown's simple, rhythmic text about the cycle of a day on a farm, where a family of animals peacefully plays and sleeps. ""Brown's melodic text is beguiling, while its subject'the big red barn that houses a menagerie of animals and their offspring'will have instant appeal to young children. Bond's newly added drawings have a simplicity that suits the story [about the cycle of a day on a farm]. A welcome reprise."" 'BL.",,,,,,,,32,,,,,English,,,,9780060207489,0,0,,Unread,,,,,,,0,,,,2018/03/01 10:29:02.925711989,,,,,,fNydlVCw040C,,0,,
Comet's Nine Lives,,,,Jan Brett,"Brett, Jan",,,,Penguin,,1996,Juvenile Fiction,,,"Like all cats, Comet knew he had been born with nine lives. But he'd never thought much about it until the day he lost life number one in a flower garden on Nantucket. He'd spent lazy days wandering all over the island, not calling any one place home. Now he knows it is time to settle down. But Comet's lives begin to disappear all too quickly, as he gets into one humorous predicament after another. Then comes the day of the big hurricane....  Beautiful island scenes--sandy beaches, hillside flower gardens, seaside trails, villages, and the sea itself are set within exquisite shell borders. Once again Jan Brett brings her originality and charm to a familiar setting as she inhabits her Nantucket with colorful canine residents, among them a shaggy sheepdog captain who travels through the story and into the borders looking for a friend to live with him and his lighthouse cat.",,,,,,,,32,,,,,English,,,,9780399229312,0,0,,Unread,,,,,,,0,,,,2018/03/01 10:29:02.915588974,,,,,,s0gmDgAAQBAJ,,0,,
The Berenstain Bears and the Real Easter Eggs,,,,"Stan Berenstain, Jan Berenstain","Berenstain, Stan",,,,Random House,,2002,Juvenile Fiction,,,"Sister Bear sure likes to celebrate holidays. With Thanksgiving, you get turkey and all the trimmings. Christmastime brings presents galore. And Valentine's Day--well, who wouldn't like to receive 23 valentines? Especially when some of them are sealed with a kiss! With visions of chocolate bunnies and jellybeans dancing in her head, it's no wonder why Sister can't wait for Easter and the Giant Beartown Easter Egg Hunt.Mama Bear worries though. Is the true meaning of Easter getting lost in the hunt? Or will the miracle of spring help Sister Bear find a whole new appreciation for the season?",,,,,,,,32,,,,,English,,,,9780375811333,0,0,,Unread,,,,,,,0,,,,2018/03/01 10:29:02.904430985,,,,,,rw9-ilcltjYC,,0,,
Naughty Toes,,,,Ann Bonwill,"Bonwill, Ann",,,,Tiger Tales,,2011,Juvenile Fiction,,,"Chloe and Belinda are sisters, but they couldn't be more different. Belinda is a born dancer and the star of Madame Mina's dance class. Chloe is . . . not. Madame Mina thinks that Chloe has ""naughty toes."" But Mr. Tiempo, the class pianist, thinks otherwise. He sees something special in Chloe. With Mr. Tiempo's help, she learns to follow her feet and step out in style!",,,,,,,,32,,,,,English,,,,9781589251038,0,0,,Unread,,,,,,,0,,,,2018/03/01 10:29:02.892910957,,,,,,RzBezgAACAAJ,,0,,
The Scaredy Cats,,,,Barbara Bottner,"Bottner, Barbara",,,,Simon and Schuster,,2003,Juvenile Fiction,,,"Mama and Papa Scaredy Cat are not your ordinary felines. They're terrified of everything, and so they do nothing. They don't get dressed. They don't open mail. They don't even watch sunsets. Thankfully, Baby Scaredy Cat sees that not being brave at all is just plain silly....But can she help her scared parents find the courage to look at the brighter side of things?",,,,,,,,32,,,,,English,,,,9780689837869,0,0,,Unread,,,,,,,0,,,,2018/03/01 10:29:02.880571007,,,,,,BRrkuXaX5goC,,0,,
The hat,,,,Jan Brett,"Brett, Jan",,,,Putnam,,1997,In library,,,"A delightfully original companion book to Jan Brett's bestseller The Mitten.When Lisa's woolen stocking flies off the clothesline, Hedgie finds it and pokes his nose in.  He tries to pull it out, but the stocking gets stuck on his prickles -- and the fun begins.A mother hen comes by, then a noisy goose, a talkative barn cat, a playful farm dog, a mama pig and her piglets, and a pony.  They all laugh at Hedgie, especially when he pretends he's wearing a new hat.  But in the end, it is clever Hedgie who has the last laugh.And where is Lisa when all of this is going on?  She's in Jan Brett's signature borders, getting ready for winter, until she realizes her stocking is missing and she enters the story to look for it.Luminous paintings of a Scandinavian farm and the forest around it are bathed in northern light, as the snow begins to fall and the adventure unfolds.From the Hardcover edition.",,,,,,,,,,,,,English,,,,9780399231018,0,0,,Unread,,,,,,,0,,,,2018/03/01 10:29:02.869546055,,,,,,,,0,https://covers.openlibrary.org/b/id/259667-L.jpg,
Arthur Turns Green,,,,Marc Brown,"Brown, Marc",,,,"Little, Brown Books for Young Readers",2011/04/05,2011,Juvenile Fiction,,,"Celebrated author/illustrator Marc Brown revisits his beloved bestselling character in the first new Arthur picture book in almost ten years! Arthur comes home from school and begins sneaking around the house, taking notes and talking about a Big Green Machine. D.W. is suspicious of her brother's weird behavior, but when Arthur shows up late for dinner with green hands, she really gets the creeps! But it turns house Arthur is making a poster listing all the ways to save energy at home--and go green!Just in time for Earth Day, this heartwarming story will be printed on recycled paper with soy based ink.",,,,,,,,32,,,,,English,,,,9780316129244,0,0,,Unread,,,,,,,0,,,,2018/03/01 10:29:02.856534957,,,,,,0rM7nwEACAAJ,,0,,
Franklin goes to school,,,,Paulette Bourgeois,"Bourgeois, Paulette",,,,Scholastic Inc.,,1995,Fiction,,,,,,,,,,,32,,,,,,,,,9780590254670,0,0,,Unread,,,,,,,0,,,,2018/03/01 10:29:02.789865970,,,,,,,,0,https://covers.openlibrary.org/b/id/383310-L.jpg,
If You Were a Compound Word,,,,Trisha Speed Shaskan,"Shaskan, Trisha Speed",,,,Capstone,2008/07/01,2008,Juvenile Nonfiction,,,"If you were a compound word, you would be two words in one. You could take a house and a boat and make a HOUSEBOAT. You could take a boat that rows and make it a ROWBOAT. What else could you do if you were a compound word?",,,,,,,,24,,,,,English,,,,9781404847712,0,0,,Unread,,,,,,,0,,,,2018/02/26 20:10:19.613317966,,,,,,s0icBAAAQBAJ,,0,,
Fancy Nancy at the Museum,,,,Jane O'Connor,"O'Connor, Jane",,,,Harper Collins,2008/02/05,2008,Juvenile Fiction,,,"Nancy's class is going on a trip to the museum. Even after a bumpy bus ride, Nancy finds a way to make the day extra-fancy!",,,,,,,,32,,,,,English,,,,9780061236075,0,0,,Unread,,,,,,,0,,,,2018/02/26 20:10:19.601127028,,,,,,w4U-RpfgoD0C,,0,,
Miss Lina's Ballerinas and the Prince,,,,Grace Maccarone,"Maccarone, Grace",,,,Macmillan,2011/09/27,2011,Juvenile Fiction,,,"Miss Lina's ballerinas have all learned how to dance as a group. But now Miss Lina has a new surprise for them – a boy will be joining their class and performing in their end-of-year show. The girls have grand visions of dancing their first pas de deux with a prince. But when he finds himself surrounded by so much pink and so many girls, he turns quite shy, and dances his way out the door!",,,,,,,,40,,,,,English,,,,9780312649630,0,0,,Unread,,,,,,,0,,,,2018/02/26 20:10:19.587749004,,,,,,Y9lH0vz1SxUC,,0,,
Hello Kitty's superterrific sleepover!,,,,Mark McVeigh,"McVeigh, Mark",,,,,,,,,,,,,,,,,,32,,,,,,,,,9781536402292,0,0,,Unread,,,,,,,0,,,,2018/02/26 20:10:19.582553982,,,,,,,,0,,
Happy Birthday,,,,Nosy Crow (Publisher),"(Publisher), Nosy Crow",,,,Candlewick Press,2017/03/07,2017,Juvenile Fiction,,,"Board books featuring perennially popular nursery rhymes and songs, slider tabs, and cheerful illustrations.  These bright slider board books burst with energy. Each book comes with five slider mechanisms and a QR code that you can scan for both instrumental and vocal versions of the nursery rhyme. Little ones will love to listen and sing along!",,,,,,,,10,,,,,English,,,,9780763695057,0,0,,Unread,,,,,,,0,,,,2018/02/26 20:10:19.569697976,,,,,,0hSlDQEACAAJ,,0,,
Gracie the Lighthouse Cat,,,,Ruth Brown,"Brown, Ruth",,,,Andersen Press USA,,2010,Juvenile Fiction,,,"While Grace Darling, daughter of the Longstone Lighthouse keeper on England's Farne Islands, is helping to rescue nine shipwreck victims, her cat Gracie goes out into the terrible storm to rescue her kitten.",,,,,,,,32,,,,,English,,,,9780761374541,0,0,,Unread,,,,,,,0,,,,2018/02/26 20:10:19.555832982,,,,,,lhPdHnf5K1QC,,0,,
Finklehopper Frog,,,,Irene Livingston,"Livingston, Irene",,,,Tricycle Press,,2003,Juvenile Fiction,,,"Jogging is the thing to do in town, and Finklehopper Frog is eager to join in. To mark the occasion, Finkle finds an extra special jogging suit then hits the road.He hippied and he hoppied and he sang a sweet ker-chog,until he started wondering is THIS the way to jog? Finklehopper'¬?s doubts grow until one smart bunny helps Finkle discover that being part of the crowd doesn'¬?t mean casting aside your own froggy style. Catchy, rhythmic prose and peppy vernacular are paired with bright illustrations of a distinctive animal community in what is sure to become an all-time read-aloud favorite.Recipient of the Oppenheim Toy Portfolio'¬?s Gold Award. Lively diversity title. Highlights physical exercise for young children.",,,,,,,,30,,,,,English,,,,9781582460758,0,0,,Unread,,,,,,,0,,,,2018/02/26 20:10:19.523344993,,,,,,BTK73vupeywC,,0,,
Maisy Goes to Preschool,,,,Lucy Cousins,"Cousins, Lucy",,,,Candlewick Press,,2009,Juvenile Fiction,,,"Going to preschool is a lot more fun with a friend like Maisy to show you the ropes!  Preschool for Maisy means a day filled with friends and things to do, from the time she hangs her coat on a special peg to the time she says good-bye. There’s painting and snack time, stories and nap time (and a bathroom break in between). Soon everyone’s ready to haul out the instruments and make some noise, then head outside for a turn at the sandbox or slide. In a bright, full-size storybook full of familiar scenes, this child-friendly look at a day in the life of a preschooler is one that newcomers and seasoned pros alike will be happy to share.",,,,,,,,24,,,,,English,,,,9780763642549,0,0,,Unread,,,,,,,0,,,,2018/02/26 20:05:59.133947014,,,,,,ZJ5Ok6EGsoUC,,0,,
Drive,,,,Nathan Clement,"Clement, Nathan",,,,Boyds Mills Press,2016/09/13,2016,Juvenile Fiction,,,"With vibrant double-page spreads featuring a big rig at work on the road and minimal text explaining what the driver, Dad, does along the way, the audience rides along with the big red truck from morning until day's end, when father and son are together again.",,,,,,,,32,,,,,English,,,,9781629796925,0,0,,Unread,,,,,,,0,,,,2018/02/26 20:05:59.121438980,,,,,,7LEzjwEACAAJ,,0,,
Richard Scarry's Cars and Trucks,,,,Richard Scarry,"Scarry, Richard",,,,"Sterling Publishing Company, Incorporated",,2013,Juvenile Fiction,,,"Beep, beep! Honk, honk! Busytown's residents are on the go! Richard Scarry's wacky introduction to vehicles both realistic and fanciful brims with his trademark humor. Every one of these colorful cars, trucks, and cycles—from the Cat family's bright red convertible and Postman Pig's mail van to Banana Gorilla's yellow bananamobile, Wilbur Rabbit's drivable “hot dog,” and Lowly Worm's bugdozer—will delight car-loving kids.",,,,,,,,18,,,,,English,,,,9781454905356,0,0,,Unread,,,,,,,0,,,,2018/02/26 20:05:59.109298944,,,,,,oZUInwEACAAJ,,0,,
How the Stars Fell Into the Sky,A Navajo Legend,,,Jerrie Oughton,"Oughton, Jerrie",,,,Houghton Mifflin,,1992,Juvenile Fiction,,,"This retelling of a Navajo folktale explains how First Woman tried to write the laws of the land using stars in the sky, only to be thwarted by the trickster Coyote. ""Oughton's fine debut provides Desimini with the best vehicle she's had for her spare, powerful style . . . A dramatically handsome setting for an especially noble Native American tale."" -- Kirkus Reviews, pointer",,,,,,,,28,,,,,English,,,,9780395587980,0,0,,Unread,,,,,,,0,,,,2018/02/26 20:05:59.96815943,,,,,,8nDYAAAAMAAJ,,0,,
Macy and the king's tournament,,,,Rebecca L. Schmidt,"Schmidt, Rebecca L.",,,,,,,,,,,,,,,,,,32,,,,,,,,,9781536408119,0,0,,Unread,,,,,,,0,,,,2018/02/26 20:05:59.92152953,,,,,,,,0,,
Pinkalicious: Pinkie Promise,,,,Victoria Kann,"Kann, Victoria",,,,Harper Collins,2011/07/26,2011,Juvenile Fiction,,,"When Pinkalicious uses all of Alison's pink paint in class, Pinkalicious knows just how to make it up to her best friend!",,,,,,,,32,,,,,English,,,,9780061928871,0,0,,Unread,,,,,,,0,,,,2018/02/26 20:05:59.53212046,,,,,,Oa1Vcg6wYGQC,,0,,
Hop on Pop,,,,Dr. Seuss,"Seuss, Dr.",,,,Random House Children's Books,2015/04/14,2015,Juvenile Fiction,,,"A sturdy board-book edition of Dr. Seuss's Hop on Pop, now available in a larger size perfect for babies and toddlers!   This abridged version of the classic Beginner Book Hop on Pop introduces the youngest readers to the wonderful world of Seussian wordplay. See RED and NED and TED and ED in BED. And giggle as PAT sits on a HAT and a CAT and a BAT . . . and almost on a cactus! (NO PAT NO, don't sit on that.) A perfect gift for baby showers, birthdays, and happy occasions of all kinds, it is also a great way to show Pop some love on Father's Day!",,,,,,,,24,,,,,English,,,,9780553496796,0,0,,Unread,,,,,,,0,,,,2018/02/24 16:59:30.567687034,,,,,,_XeJDQAAQBAJ,,0,,
The Berenstain Bears Learn About Strangers,,,,"Stan Berenstain, Jan Berenstain","Berenstain, Stan",,,,Random House Children's Books,2010/10/27,2010,Juvenile Fiction,,,"Come for a visit in Bear Country with this classic First Time Book® from Stan and Jan Berenstain. Sister has gotten into a bad habit of talking to strangers, and now it’s up to Papa, Mama, and Brother to show her the important rules of safety. This beloved story is a perfect way to teach children about strangers and good decision-making. Includes a list of Brother and Sister’s Rules for Cubs!",,,,,,,,32,,,,,English,,,,9780375989407,0,0,,Unread,,,,,,,0,,,,2018/02/24 16:59:04.285495996,,,,,,y5gG5fH02MwC,,0,,
The Fox and the Hen,,,,Eric Battut,"Battut, Eric",,,,Boxer Books Limited,,2010,Juvenile Fiction,,,"Oh, no! Henrietta Hen laid her very first egg today—but sly Red Fox has tricked her into giving it to him! And now he plans to gobble it all up. But Henrietta doesn’t want her precious egg boiled, poached, scrambled, or fried. Whatever will she do? Together, Henrietta and her friends on the farm hatch a cunning plan to fool Red Fox--and save her egg from becoming an omelet.  A wittily told tale, beautifully enhanced by Eric Battut’s charming and earthy illustrations.",,,,,,,,32,,,,,English,,,,9781907152023,0,0,,Unread,,,,,,,0,,,,2018/02/24 16:58:09.701786041,,,,,,PXVaAAAAYAAJ,,0,,
Bugs! Bugs! Bugs!,,,,Bob Barner,"Barner, Bob",,,,Chronicle Books,1999/04/01,1999,Juvenile Nonfiction,,,"Pretty ladybugs, fluttering butterflies, creepy daddy longlegs, and roly-poly bugs are some of the familiar creatures featured in this whimsically illustrated insect album. Complete with an ""actual size"" chart and bug-o-meter listing fun facts about each bug, Bugs! Bugs! Bugs! will inform and entertain curious little bug lovers everywhere.",,,,,,,,32,,,,,English,,,,9780811822381,0,0,,Unread,,,,,,,0,,,,2018/02/24 16:58:09.695399045,,,,,,38tgcat41A8C,,0,,
The Berenstain Bears and the Big Blooper,,,,"Stan Berenstain, Jan Berenstain","Berenstain, Stan",,,,Random House,,2000,Juvenile Fiction,,,"Sister Bear is over at Lizzy Bruin's house watching Trouble at Big Bear High--a big-cubs' video that they probably shouldn't even be looking at--in which two teen bears are having an argument. When one of them gets really really angry, he says a certain word. It's a word Sister has never heard before. At dinner that night Sister tries out this brand-new, stronger-sounding word. When Mama Bear recovers her senses, she has to explain to Sister all about a certain kind of word. It's the kind of word that nobody, not even adults and certainly not cubs, should use at any time, no matter how upset or angry they are.",,,,,,,,32,,,,,English,,,,9780679889625,0,0,,Unread,,,,,,,0,,,,2018/02/24 16:58:09.687615990,,,,,,fw7NzNhEOUMC,,0,,
"My Cat, The Silliest Cat in the World",,,,Gilles Bachelet,"Bachelet, Gilles",,,,Harry N. Abrams,2006/05/01,2006,Juvenile Fiction,,,"Gilles Bachelet's cat behaves like any normal cat--sleeping, eating, getting in the way, making a mess - but in this warm and funny picture book he happens to be a very large elephant. Whether he's keeping clean, playing with yarn, or posing for a portrait, this cat has his own unique way of doing things. Readers of all ages will delight in the whimsical and fun illustrations that accompany this 'cat's' sweet and silly tale.",,,,,,,,24,,,,,English,,,,9780810949133,0,0,,Unread,,,,,,,0,,,,2018/02/24 16:58:09.680945992,,,,,,zTvhAAAAMAAJ,,0,,
Before I Leave,A Picture Book,,,Jessixa Bagley,"Bagley, Jessixa",,,,Roaring Brook Press,2016/02/16,2016,Juvenile Fiction,,,"How do you say goodbye to your best friend?When a little hedgehog's family tells her they're moving far away, she and her anteater best friend decide to play one last time, like nothing is changing. And though it's hard, they discover that while some things have to change, the most important things find a way of working out.",,,,,,,,40,,,,,English,,,,9781626720404,0,0,,Unread,,,,,,,0,,,,2018/02/24 16:58:09.672019958,,,,,,JUQDrgEACAAJ,,0,,
The Berenstain Bears and the Trouble with Commercials,,,,"Jan Berenstain, Stan Berenstain, Mike Berenstain","Berenstain, Jan",,,,Harper Collins,2007/04/10,2007,Juvenile Fiction,,,"Brother and Sister Bear are not greedy children, but all the toys and candy on TV look so great! Mama Bear has to find a way to teach her cubs that they can't believe everything they see . . . before that pile of unused toys gets any bigger.",,,,,,,,32,,,,,English,,,,9780060573874,0,0,,Unread,,,,,,,0,,,,2018/02/24 16:58:09.665436983,,,,,,QZP1SF2rc0gC,,0,,
The Boy Who Cried Wolf,,,,Aesop,Aesop,,,,Child's World,2010/08/01,2010,Juvenile Fiction,,,"A bored shepherd entertains himself by falsely telling townspeople a wolf is stealing his sheep. When a wolf really does appear, the twice-tricked townspeople are convinced the shepherd is lying, and no one comes to his aid.",,,,,,,,24,,,,,English,,,,9781602535244,0,0,,Unread,,,,,,,0,,,,2018/02/24 16:58:09.656607985,,,,,,1aLmRgAACAAJ,,0,,
Fox in Socks,,,,Dr. Seuss,"Seuss, Dr.",,,,Beginner Books,,1965,Juvenile Fiction,,,"Back in 1957, Theodor Geisel responded to an article in Life magazine that lamented the use of boring reading primers in schools. Using the pseudonym of ""Dr. Seuss"" (Seuss was Geisel's middle name) and only two hundred twenty-three words, Geisel created a replacement for those dull primers: ""The Cat in the Hat."" The instant success of the book prompted Geisel and his wife to found Beginner Books, and Geisel wrote many popular books in this series, including ""Hop on Pop, "" ""Fox in Socks, "" and ""Green Eggs and Ham."" Other favorite titles in this series are ""Go, Dog, Go!"" and ""Are You My Mother?"" by P. D. Eastman, ""A Fly Went By, "" by Mike McClintock, and ""Put Me in the Zoo, "" by Robert Lopshire. These affordable hardcover books combine large print, easy vocabulary, and large, bright illustrations in stories kids will want to read again and again. Grades 1 - Grades 2.",,,,,,,,61,,,,,English,,,,9780394900384,0,0,,Unread,,,,,,,0,,,,2018/02/24 16:58:09.649224996,,,,,,OockAQAAMAAJ,,0,,
Not Norman,A Goldfish Story,,,"Kelly Bennett, Noah Z. Jones","Bennett, Kelly",,,,Candlewick Press,2008/03/01,2008,Juvenile Fiction,,,"When a little boy receives a goldfish named Norman, it's not the kind of pet he had in mind. When he tries to trade Norman for a good pet, things don't go as planned, but he soon learns that Norman is a better pet than he thought. Full color.",,,,,,,,32,,,,,English,,,,9780763627638,0,0,,Unread,,,,,,,0,,,,2018/02/24 16:58:09.627053022,,,,,,EfQ4kg5VL2YC,,0,,
Pete the Cat,Out of this world,,,James Dean,"Dean, James",,,,HarperCollins Publishers,,2017,,,,,,,,,,,,24,,,,,,,,,9781536412284,0,0,,Unread,,,,,,,0,,,,2018/02/24 16:21:36.406710028,,,,,,,,0,,
"Pete the Cat: Go, Pete, Go!",,,,James Dean,"Dean, James",,,,HarperCollins,2016/05/17,2016,Juvenile Fiction,,,"New York Times bestselling author-artist James Dean brings us a new Pete the Cat adventure, a special reimagining of “The Tortoise and the Hare” as a race between Pete and Turtle, in Pete the Cat: Go, Pete, Go! Includes over 30 fun stickers.Ding, ding. There’s nothing Pete the Cat loves to do more on a sunny day than ring his little bell and pedal fast on his bicycle. But on this sunny day, Turtle wants to race someone in his new car. Vroom, vroom! Pete and his bicycle are up for the challenge!And when Pete crosses the finish line, he proves it’s not where you’re going that matters, it’s how groovy of a time you have getting there!",,,,,,,,24,,,,,English,,,,9780062404398,0,0,,Unread,,,,,,,0,,,,2018/02/24 16:21:36.393072009,,,,,,579gawEACAAJ,,0,,
Maisy Goes on a Plane,,,,Lucy Cousins,"Cousins, Lucy",,,,Candlewick Press,,2015,Juvenile Fiction,,,"What's it like to travel by plane for the first time? Little flyers are in good company with Maisy leading the way.  Maisy is going to visit her friend Ella, and she is taking a plane to get there. She's very excited! Join the mouse as she checks in at the airport, finds her seat (by the window!) and makes some new friends on her flight. From the whoosh at takeoff to waiting in line for the bathroom, from buckling seat belts to arriving in a whole new wonderful place, flying is more fun with a friend like Maisy on board.",,,,,,,,32,,,,,English,,,,9780763678258,0,0,,Unread,,,,,,,0,,,,2018/02/24 16:21:36.370515942,,,,,,1Z1TrgEACAAJ,,0,,
